MC6_350-170-350                MC6_350-170-350_shk1
MC6_350-170-350_shk1           MC6_350-170-350_shk2
MC6_350-170-350_shk2           MC6_350-170-350_shk3
MC6_350-170-350_shk3           MC6_350-170-350_shk4
